date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:58	48876/48876	---M--	200	added ('OK')	image/jpeg	etag:%22beec-5c5053f6-4623a86536091a17;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/extra-feature-bg.jpg	D:/mes%20templates/portfolioPrincipale/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/extra-feature-bg.jpg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:53:59	22145/22145	---M--	200	added ('OK')	image/png	etag:%225681-5c5053f8-a5963b2497f80f0d;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/map-color-overlay.png	D:/mes%20templates/portfolioPrincipale/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/map-color-overlay.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:54:00	3208/3208	---M--	200	added ('OK')	image/gif	etag:%22c88-5e178a42-b4010d396ac1acc4;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/slider/status.gif	D:/mes%20templates/portfolioPrincipale/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/slider/status.gif	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:54:00	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5bc4c7ba-e295bcc2fc189ba;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/mes%20templates/portfolioPrincipale/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:54:01	13131/13131	---M--	200	added ('OK')	image/png	etag:%22334b-5c5053f8-a0700a5c62d88ff1;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/header-bg-2.png	D:/mes%20templates/portfolioPrincipale/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/header-bg-2.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:54:02	2411/2411	---M--	200	added ('OK')	image/jpeg	etag:%2296b-5c5053f6-bff6b96b3f5215a2;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/b-author.jpg	D:/mes%20templates/portfolioPrincipale/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/b-author.jpg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/blog-single.html)
13:54:05	136741/136741	---M--	200	added ('OK')	image/jpeg	etag:%2221625-5c5053f8-bf2bd14b396260ec;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/home-bg-img.jpg	D:/mes%20templates/portfolioPrincipale/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/home-bg-img.jpg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:54:05	84355/84355	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-14983%22	http://cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	D:/mes%20templates/portfolioPrincipale/cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/blog-single.html)
13:54:06	28935/28935	---M-Z	200	added ('OK')	application/javascript	etag:W/%227107-Jma2+JVoXjx7P5flbj+ZW4QkPzY%22	https://cdn.jsdelivr.net/jquery.mixitup/latest/jquery.mixitup.min.js	D:/mes%20templates/portfolioPrincipale/cdn.jsdelivr.net/jquery.mixitup/latest/jquery.mixitup.min.js	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/blog-single.html)
13:54:06	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%224af4-5bb2520c-9a259428414982fb;gz%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/js/popper.min.js	D:/mes%20templates/portfolioPrincipale/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/js/popper.min.js	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-two.html)
13:54:07	89666/89666	---M-Z	200	added ('OK')	application/javascript	etag:%2215e42-5bddadd2-1747880b127fc1bd;gz%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/js/isotope.pkgd.js	D:/mes%20templates/portfolioPrincipale/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/js/isotope.pkgd.js	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-two.html)
